1298	Bien que celles-ci soient de courte durée, vous les vivez comme un fardeau alors qu'elles vont vous permettre de voir plus clair dans votre vie ensuite
1298	Vos attirances et répulsions sont plus soutenues, et vos raisons seront à vos yeux, les plus évidentes qui soient, vous percevez avec davantage de clarté les attentes de votre entourage et vos propres ambitions
1141	Vous aurez à coeur d'asseoir vos liens sur des bases stables, de rechercher la vérité, au sens large
1141	Cette période est idéale pour déceler les personnes qui cherchent à influencer autrui pour se prouver leur pouvoir et dans leur intérêt égoïste, et de fait vous allez gagner en indépendance et en aplomb intérieur.Cette configuration planétaire montre aussi que vous êtes susceptible de passer par des moments douloureux, des frustrations sont dans l'air
1105	Sans détours, vous allez focaliser vos énergies sur la construction de votre vie tout en révisant les bases de vos motivations profondes
916	Les circonstances tendent à valoriser vos sentiments, vous attirez plus facilement à vous les êtres qui correspondent à votre véritable personnalité au-delà des extérieurs
861	Attention aux voies sans issues, aux utopies dans ce domaine, méfiez-vous de l'influence de certaines personnes qui tenteront de vous manipuler pour leurs fins personnelles
726	En effet, vos ressentis affectifs et émotionnels vous permettront de vous découvrir par et pour ce que vous êtes au plus profond de vous
624	Vous serez amené à réajuster vos relations avec vos semblables
616	Votre vie sentimentale se dynamise d'émergences instinctives, la passion est au rendez-vous pour faire vibrer vos sentiments et votre besoin accru de reconnaissance
566	Vous réajusterez vos relations avec autrui au sens large, qui s'en trouveront profondément améliorées
566	C'est le moment pour vous de vous lancer dans une véritable introspection de votre personnalité et de celles de vos proches, de faire un bilan
539	Votre émotivité accrue concernant en particulier l'image que vous donnez de vous-même envers ceux que vous aimez vous rend changeant, vous alternez entre des attitudes opposées qui déstabilisent votre entourage
539	En effet, vous serez confronté à des situations qui vous obligeront par des chemins détournés à lâcher prise sur les aspects matériels de votre existence, ainsi que sur certaines fausses sécurités
534	Cette période peu pour certains coïncider aussi avec des contraintes financières et une situation précaire dont il faut, malgré tout, faire face aux responsabilités familiales et sociales
